cleaner__getlemmatisation,cleaner__removedigit,svm__C,svm__gamma,svm__kernel,tfidf__lowercase,tfidf__stop_words,accuracy
True,False,0.01,1.0,rbf,False,english,0.49404761904761907
True,True,1.0,1.0,poly,False,,0.49404761904761907
False,False,0.01,0.1,poly,True,,0.494047619047619
False,False,10.0,0.1,poly,True,,0.494047619047619
False,True,10.0,0.1,poly,True,,0.494047619047619
False,False,0.001,0.001,poly,True,,0.494047619047619
False,False,1.0,0.1,poly,True,,0.494047619047619
False,False,0.01,0.001,poly,True,,0.494047619047619
True,False,0.001,1.0,rbf,False,,0.494047619047619
False,True,0.001,1.0,poly,True,,0.494047619047619
False,False,10.0,0.001,poly,True,,0.494047619047619
False,True,0.01,1.0,poly,True,,0.494047619047619
False,True,1.0,0.001,poly,True,,0.494047619047619
False,False,0.001,0.1,poly,True,,0.494047619047619
False,True,0.1,0.001,poly,True,,0.494047619047619
False,False,0.001,0.01,poly,True,,0.494047619047619
False,True,0.01,0.1,poly,True,,0.494047619047619
False,False,1.0,0.001,poly,True,,0.494047619047619
False,True,0.001,0.1,poly,True,,0.494047619047619
False,True,1.0,0.1,poly,True,,0.494047619047619
False,False,0.1,0.001,poly,True,,0.494047619047619
False,True,1.0,0.01,poly,True,,0.494047619047619
False,True,0.01,0.001,poly,True,,0.494047619047619
False,False,0.01,0.01,poly,True,,0.494047619047619
False,True,0.1,1.0,poly,True,,0.494047619047619
False,False,0.001,1.0,poly,True,,0.494047619047619
True,False,0.01,1.0,rbf,False,,0.494047619047619
True,False,0.1,1.0,rbf,False,,0.494047619047619
False,False,1.0,0.01,poly,True,,0.494047619047619
False,True,0.01,0.01,poly,True,,0.494047619047619
False,False,0.01,1.0,poly,True,,0.494047619047619
False,False,10.0,0.01,poly,True,,0.494047619047619
False,False,0.1,0.1,poly,True,,0.494047619047619
False,True,0.1,0.01,poly,True,,0.494047619047619
False,True,0.001,0.01,poly,True,,0.494047619047619
False,False,0.1,1.0,poly,True,,0.494047619047619
False,True,10.0,0.001,poly,True,,0.494047619047619
False,True,0.1,0.1,poly,True,,0.494047619047619
False,True,10.0,0.01,poly,True,,0.494047619047619
False,False,0.1,0.01,poly,True,,0.494047619047619
True,True,0.1,0.001,sigmoid,False,,0.4928571428571429
True,True,0.001,0.001,sigmoid,False,,0.4928571428571429
True,True,0.1,0.01,linear,False,,0.4928571428571429
True,True,0.01,0.1,linear,False,,0.4928571428571429
True,True,0.1,0.01,rbf,False,,0.4928571428571429
True,True,0.001,0.001,rbf,False,,0.4928571428571429
True,True,0.001,0.1,sigmoid,False,,0.4928571428571429
True,True,0.001,0.001,linear,False,,0.4928571428571429
True,True,0.1,0.01,sigmoid,False,,0.4928571428571429
True,True,0.1,0.1,linear,False,,0.4928571428571429
True,True,0.01,0.001,sigmoid,False,,0.4928571428571429
True,True,0.001,1.0,linear,False,,0.4928571428571429
True,True,0.001,0.1,linear,False,,0.4928571428571429
True,True,0.001,0.01,rbf,False,,0.4928571428571429
True,True,0.001,0.01,linear,False,,0.4928571428571429
True,True,0.1,0.001,rbf,False,,0.4928571428571429
True,True,0.001,1.0,rbf,False,english,0.4928571428571429
True,True,0.1,0.001,linear,False,,0.4928571428571429
True,True,0.01,0.01,rbf,False,,0.4928571428571429
True,True,0.001,0.01,sigmoid,False,,0.4928571428571429
True,True,0.01,0.001,linear,False,,0.4928571428571429
True,True,0.01,0.001,rbf,False,,0.4928571428571429
True,True,0.01,0.01,linear,False,,0.4928571428571429
True,True,0.01,1.0,rbf,False,english,0.4928571428571429
True,True,0.01,0.1,sigmoid,False,,0.4928571428571429
True,True,0.01,1.0,linear,False,,0.4928571428571429
True,True,0.01,0.01,sigmoid,False,,0.4928571428571429
True,True,0.1,1.0,linear,False,,0.4928571428571429
True,True,10.0,0.001,rbf,False,,0.4928571428571429
True,True,10.0,0.01,sigmoid,False,,0.4928571428571429
True,True,1.0,0.01,rbf,False,,0.4928571428571429
True,True,0.1,1.0,rbf,False,english,0.4928571428571429
True,True,0.1,0.1,sigmoid,False,,0.4928571428571429
True,True,1.0,0.01,sigmoid,False,,0.4928571428571429
True,True,1.0,0.001,sigmoid,False,,0.4928571428571429
True,True,10.0,0.01,rbf,False,,0.4928571428571429
True,True,10.0,0.001,sigmoid,False,,0.4928571428571429
True,True,1.0,0.001,rbf,False,,0.4928571428571429
True,True,1.0,0.1,sigmoid,False,,0.4928571428571429
True,True,0.01,1.0,sigmoid,False,,0.4928571428571428
True,True,0.001,1.0,sigmoid,False,,0.4928571428571428
True,True,0.1,1.0,sigmoid,False,,0.4928571428571428
True,False,0.001,0.001,sigmoid,False,,0.49166666666666664
True,False,0.01,0.01,sigmoid,False,,0.49166666666666664
True,False,0.01,0.1,linear,False,,0.49166666666666664
True,False,0.001,0.01,linear,False,,0.49166666666666664
True,False,0.1,0.01,linear,False,,0.49166666666666664
True,False,0.1,0.1,rbf,False,,0.49166666666666664
True,False,0.1,0.001,linear,False,,0.49166666666666664
True,False,0.01,0.1,rbf,False,,0.49166666666666664
True,False,0.001,0.001,linear,False,,0.49166666666666664
True,False,0.1,1.0,linear,False,,0.49166666666666664
True,False,0.01,1.0,linear,False,,0.49166666666666664
True,False,10.0,0.001,sigmoid,False,,0.49166666666666664
True,False,10.0,0.01,sigmoid,False,,0.49166666666666664
True,False,0.01,0.01,linear,False,,0.49166666666666664
True,False,0.01,0.001,sigmoid,False,,0.49166666666666664
True,False,0.001,0.01,sigmoid,False,,0.49166666666666664
True,False,1.0,0.1,rbf,False,,0.49166666666666664
True,False,0.1,0.01,sigmoid,False,,0.49166666666666664
True,False,0.001,0.1,linear,False,,0.49166666666666664
True,False,1.0,0.001,sigmoid,False,,0.49166666666666664
True,False,0.001,0.1,rbf,False,,0.49166666666666664
True,False,0.01,0.001,linear,False,,0.49166666666666664
True,False,0.1,0.1,linear,False,,0.49166666666666664
True,False,0.001,1.0,linear,False,,0.49166666666666664
True,False,0.1,0.001,sigmoid,False,,0.49166666666666664
True,False,1.0,0.01,sigmoid,False,,0.49166666666666664
True,False,0.01,1.0,rbf,True,english,0.49047619047619045
True,False,0.01,0.001,rbf,False,,0.49047619047619045
True,False,0.001,1.0,rbf,True,english,0.49047619047619045
True,False,0.001,0.01,rbf,False,,0.49047619047619045
True,False,0.01,0.1,sigmoid,False,,0.49047619047619045
True,False,0.001,0.1,sigmoid,False,,0.49047619047619045
True,False,0.001,0.001,rbf,False,,0.49047619047619045
True,False,1.0,0.01,rbf,False,,0.49047619047619045
True,False,10.0,0.001,rbf,False,,0.49047619047619045
True,False,0.01,0.01,rbf,False,,0.49047619047619045
True,False,1.0,0.001,rbf,False,,0.49047619047619045
True,False,1.0,0.1,sigmoid,False,,0.49047619047619045
True,False,0.1,0.1,sigmoid,False,,0.49047619047619045
True,False,0.1,0.001,rbf,False,,0.49047619047619045
True,False,0.1,1.0,rbf,True,english,0.49047619047619045
True,False,0.1,0.01,rbf,False,,0.49047619047619045
True,True,0.01,0.1,sigmoid,False,english,0.4892857142857143
True,True,0.001,0.1,rbf,False,english,0.4892857142857143
True,True,0.1,0.1,sigmoid,False,english,0.4892857142857143
True,True,1.0,0.1,rbf,False,english,0.4892857142857143
True,False,0.001,0.1,rbf,False,english,0.4892857142857143
True,True,0.1,0.1,rbf,False,english,0.4892857142857143
True,True,0.001,0.1,sigmoid,False,english,0.4892857142857143
True,False,0.1,0.1,rbf,False,english,0.4892857142857143
True,True,10.0,0.01,rbf,False,english,0.4892857142857143
True,True,1.0,0.1,sigmoid,False,english,0.4892857142857143
True,False,1.0,0.1,rbf,False,english,0.4892857142857143
True,True,0.01,0.1,rbf,False,english,0.4892857142857143
True,False,0.01,0.1,rbf,False,english,0.4892857142857143
True,False,10.0,0.01,rbf,False,,0.48928571428571427
True,False,0.1,0.1,rbf,True,english,0.48928571428571427
True,False,0.01,0.1,rbf,True,english,0.48928571428571427
True,False,0.001,0.1,rbf,True,english,0.48928571428571427
True,False,10.0,0.001,rbf,False,english,0.48809523809523814
True,True,0.1,0.001,sigmoid,False,english,0.48809523809523814
True,True,0.001,0.1,linear,False,english,0.48809523809523814
True,False,0.1,0.001,rbf,False,english,0.48809523809523814
True,True,0.001,0.01,sigmoid,False,english,0.48809523809523814
False,True,0.01,0.1,rbf,True,english,0.48809523809523814
True,True,0.001,0.01,linear,False,english,0.48809523809523814
True,False,1.0,0.01,rbf,False,english,0.48809523809523814
True,True,0.1,0.01,linear,False,english,0.48809523809523814
True,False,0.01,0.01,rbf,False,english,0.48809523809523814
True,True,0.1,1.0,linear,False,english,0.48809523809523814
True,True,0.1,0.01,sigmoid,False,english,0.48809523809523814
True,True,0.001,0.001,sigmoid,False,english,0.48809523809523814
False,True,1.0,0.1,rbf,True,english,0.48809523809523814
True,False,0.1,0.01,rbf,False,english,0.48809523809523814
True,False,0.01,0.001,rbf,False,english,0.48809523809523814
True,True,0.1,0.1,linear,False,english,0.48809523809523814
True,True,0.001,0.001,linear,False,english,0.48809523809523814
True,True,0.1,0.001,linear,False,english,0.48809523809523814
True,True,0.01,0.1,linear,False,english,0.48809523809523814
True,False,0.001,0.001,rbf,False,english,0.48809523809523814
False,True,0.001,0.1,rbf,True,english,0.48809523809523814
True,True,0.01,0.01,linear,False,english,0.48809523809523814
True,True,10.0,0.01,sigmoid,False,english,0.48809523809523814
True,True,1.0,0.01,sigmoid,False,english,0.48809523809523814
True,True,0.01,1.0,linear,False,english,0.48809523809523814
True,True,0.01,0.001,linear,False,english,0.48809523809523814
True,True,0.01,0.01,sigmoid,False,english,0.48809523809523814
True,True,10.0,0.001,sigmoid,False,english,0.48809523809523814
True,True,1.0,0.001,sigmoid,False,english,0.48809523809523814
True,True,0.001,1.0,linear,False,english,0.48809523809523814
False,True,0.1,0.1,rbf,True,english,0.48809523809523814
True,False,1.0,0.001,rbf,False,english,0.48809523809523814
True,False,0.001,0.01,rbf,False,english,0.48809523809523814
True,True,0.01,0.001,sigmoid,False,english,0.48809523809523814
True,False,0.001,1.0,sigmoid,False,,0.4880952380952381
True,True,0.01,0.1,poly,True,,0.4880952380952381
True,True,10.0,0.1,poly,True,,0.4880952380952381
True,True,0.001,0.001,poly,True,,0.4880952380952381
True,True,1.0,0.1,poly,True,,0.4880952380952381
True,True,10.0,0.001,poly,True,,0.4880952380952381
True,True,10.0,0.01,poly,True,,0.4880952380952381
True,True,0.1,0.1,poly,True,,0.4880952380952381
True,True,0.001,0.1,poly,True,,0.4880952380952381
True,False,0.1,1.0,sigmoid,False,,0.4880952380952381
True,True,0.1,0.01,poly,True,,0.4880952380952381
True,True,1.0,0.001,poly,True,,0.4880952380952381
True,True,0.01,0.001,poly,True,,0.4880952380952381
True,True,0.1,1.0,poly,True,,0.4880952380952381
True,True,0.001,0.01,poly,True,,0.4880952380952381
True,False,0.01,1.0,sigmoid,False,,0.4880952380952381
True,True,1.0,0.01,poly,True,,0.4880952380952381
True,True,0.001,1.0,poly,True,,0.4880952380952381
True,True,0.01,1.0,poly,True,,0.4880952380952381
True,True,0.1,0.001,poly,True,,0.4880952380952381
True,True,0.01,0.01,poly,True,,0.4880952380952381
False,True,0.001,0.001,linear,True,english,0.48690476190476195
False,True,10.0,0.01,sigmoid,True,english,0.48690476190476195
False,True,0.001,0.001,sigmoid,True,english,0.48690476190476195
True,False,0.01,0.01,linear,False,english,0.48690476190476195
True,False,0.01,0.01,sigmoid,False,english,0.48690476190476195
True,False,0.01,0.1,linear,False,english,0.48690476190476195
True,False,0.01,0.1,sigmoid,False,english,0.48690476190476195
True,False,0.01,1.0,linear,False,english,0.48690476190476195
True,False,0.1,0.001,linear,False,english,0.48690476190476195
True,False,0.1,0.001,sigmoid,False,english,0.48690476190476195
True,False,0.1,0.01,linear,False,english,0.48690476190476195
True,False,0.1,0.01,sigmoid,False,english,0.48690476190476195
True,False,0.1,0.1,linear,False,english,0.48690476190476195
True,False,0.1,0.1,sigmoid,False,english,0.48690476190476195
True,False,0.1,1.0,linear,False,english,0.48690476190476195
True,False,1.0,0.001,sigmoid,False,english,0.48690476190476195
True,False,1.0,0.01,sigmoid,False,english,0.48690476190476195
True,False,1.0,0.1,sigmoid,False,english,0.48690476190476195
True,False,10.0,0.001,sigmoid,False,english,0.48690476190476195
True,False,10.0,0.01,sigmoid,False,english,0.48690476190476195
True,False,0.01,0.001,sigmoid,False,english,0.48690476190476195
True,False,0.001,1.0,linear,False,english,0.48690476190476195
True,False,0.001,0.1,sigmoid,False,english,0.48690476190476195
True,True,0.1,0.01,rbf,False,english,0.48690476190476195
True,True,0.001,0.001,rbf,False,english,0.48690476190476195
True,True,0.001,0.01,rbf,False,english,0.48690476190476195
True,True,0.001,1.0,rbf,True,english,0.48690476190476195
True,True,0.01,0.001,rbf,False,english,0.48690476190476195
True,True,0.01,0.01,rbf,False,english,0.48690476190476195
True,True,0.01,1.0,rbf,True,english,0.48690476190476195
True,True,0.1,0.001,rbf,False,english,0.48690476190476195
True,True,0.1,1.0,rbf,True,english,0.48690476190476195
True,False,0.001,0.1,linear,False,english,0.48690476190476195
True,True,1.0,0.001,rbf,False,english,0.48690476190476195
True,True,1.0,0.01,rbf,False,english,0.48690476190476195
True,True,10.0,0.001,rbf,False,english,0.48690476190476195
True,False,0.001,0.001,linear,False,english,0.48690476190476195
True,False,0.001,0.001,sigmoid,False,english,0.48690476190476195
True,False,0.001,0.01,linear,False,english,0.48690476190476195
True,False,0.001,0.01,sigmoid,False,english,0.48690476190476195
False,True,0.001,0.001,rbf,True,english,0.48690476190476195
True,False,0.01,0.001,linear,False,english,0.48690476190476195
False,True,0.001,0.01,linear,True,english,0.48690476190476195
False,True,1.0,0.001,rbf,True,english,0.48690476190476195
False,True,0.1,1.0,linear,True,english,0.48690476190476195
False,True,0.1,0.1,sigmoid,True,english,0.48690476190476195
False,True,0.1,0.1,linear,True,english,0.48690476190476195
False,True,0.1,0.01,sigmoid,True,english,0.48690476190476195
False,True,0.1,0.01,rbf,True,english,0.48690476190476195
False,True,0.1,0.01,linear,True,english,0.48690476190476195
False,True,0.01,0.001,rbf,True,english,0.48690476190476195
False,True,0.1,0.001,sigmoid,True,english,0.48690476190476195
False,True,0.01,0.001,sigmoid,True,english,0.48690476190476195
False,True,0.001,0.01,rbf,True,english,0.48690476190476195
False,True,0.1,0.001,rbf,True,english,0.48690476190476195
False,True,0.01,0.01,linear,True,english,0.48690476190476195
False,True,0.1,0.001,linear,True,english,0.48690476190476195
False,True,0.01,0.01,rbf,True,english,0.48690476190476195
False,True,0.01,1.0,linear,True,english,0.48690476190476195
False,True,0.01,0.01,sigmoid,True,english,0.48690476190476195
False,True,0.01,0.1,linear,True,english,0.48690476190476195
False,True,0.001,1.0,linear,True,english,0.48690476190476195
False,True,0.01,0.001,linear,True,english,0.48690476190476195
False,True,0.01,0.1,sigmoid,True,english,0.48690476190476195
False,True,10.0,0.001,sigmoid,True,english,0.48690476190476195
False,True,1.0,0.01,sigmoid,True,english,0.48690476190476195
False,True,0.001,0.1,linear,True,english,0.48690476190476195
False,True,0.001,0.01,sigmoid,True,english,0.48690476190476195
False,True,1.0,0.001,sigmoid,True,english,0.48690476190476195
False,True,0.001,0.1,sigmoid,True,english,0.48690476190476195
False,True,1.0,0.1,sigmoid,True,english,0.48690476190476195
False,True,1.0,0.01,rbf,True,english,0.48690476190476195
False,True,10.0,0.001,rbf,True,english,0.48690476190476195
True,False,0.001,0.1,poly,True,,0.4869047619047619
True,False,0.001,0.01,poly,True,,0.4869047619047619
True,False,1.0,0.1,rbf,True,english,0.4869047619047619
True,False,0.1,0.01,poly,True,,0.4869047619047619
True,False,0.001,1.0,poly,True,,0.4869047619047619
True,False,10.0,0.01,poly,True,,0.4869047619047619
True,False,0.1,0.001,poly,True,,0.4869047619047619
True,False,0.01,0.001,poly,True,,0.4869047619047619
True,False,0.01,1.0,poly,True,,0.4869047619047619
True,False,10.0,0.1,poly,True,,0.4869047619047619
True,False,0.01,0.01,poly,True,,0.4869047619047619
True,False,0.01,0.1,poly,True,,0.4869047619047619
True,False,0.1,0.1,poly,True,,0.4869047619047619
True,False,1.0,0.1,poly,True,,0.4869047619047619
True,False,10.0,0.001,poly,True,,0.4869047619047619
True,False,1.0,0.001,poly,True,,0.4869047619047619
True,False,0.001,0.001,poly,True,,0.4869047619047619
True,False,0.1,1.0,poly,True,,0.4869047619047619
True,False,1.0,0.01,poly,True,,0.4869047619047619
False,False,10.0,0.01,rbf,True,english,0.48571428571428577
False,True,10.0,0.01,rbf,True,english,0.48571428571428577
False,True,0.01,1.0,sigmoid,True,,0.4857142857142857
False,True,0.1,1.0,sigmoid,True,,0.4857142857142857
False,True,0.001,1.0,sigmoid,True,,0.4857142857142857
True,False,0.1,1.0,sigmoid,False,english,0.4845238095238096
True,False,0.001,1.0,sigmoid,False,english,0.4845238095238096
True,True,0.1,1.0,sigmoid,False,english,0.4845238095238096
True,True,0.001,1.0,sigmoid,False,english,0.4845238095238096
True,True,0.01,1.0,sigmoid,False,english,0.4845238095238096
True,False,0.01,1.0,sigmoid,False,english,0.4845238095238096
True,False,0.1,0.01,rbf,True,english,0.4845238095238095
True,False,0.01,0.01,rbf,True,english,0.4845238095238095
False,False,0.001,1.0,sigmoid,True,english,0.4845238095238095
False,False,0.1,1.0,sigmoid,True,english,0.4845238095238095
True,False,1.0,0.01,rbf,True,english,0.4845238095238095
False,False,0.01,1.0,sigmoid,True,english,0.4845238095238095
True,False,0.001,0.01,rbf,True,english,0.4845238095238095
True,True,0.1,0.1,sigmoid,True,,0.4833333333333334
True,True,1.0,0.1,sigmoid,True,,0.4833333333333334
True,True,0.01,0.1,sigmoid,True,,0.4833333333333334
True,True,0.001,0.1,sigmoid,True,,0.4833333333333334
True,False,10.0,0.01,rbf,False,english,0.48333333333333334
True,False,0.01,0.001,linear,True,english,0.4833333333333332
True,False,0.01,0.001,rbf,True,english,0.4833333333333332
True,False,0.01,0.1,linear,True,english,0.4833333333333332
True,False,0.001,1.0,linear,True,english,0.4833333333333332
True,False,0.01,0.001,sigmoid,True,english,0.4833333333333332
True,False,0.001,0.001,linear,True,english,0.4833333333333332
True,False,0.01,0.01,linear,True,english,0.4833333333333332
True,False,0.001,0.1,sigmoid,True,english,0.4833333333333332
True,False,0.001,0.001,rbf,True,english,0.4833333333333332
True,False,0.001,0.01,sigmoid,True,english,0.4833333333333332
True,False,0.01,0.01,sigmoid,True,english,0.4833333333333332
True,False,0.001,0.001,sigmoid,True,english,0.4833333333333332
True,False,0.001,0.01,linear,True,english,0.4833333333333332
True,False,0.001,0.1,linear,True,english,0.4833333333333332
True,False,1.0,0.001,sigmoid,True,english,0.4833333333333332
True,False,1.0,0.1,sigmoid,True,english,0.4833333333333332
True,False,1.0,0.001,rbf,True,english,0.4833333333333332
True,False,0.1,0.1,linear,True,english,0.4833333333333332
True,False,0.1,0.01,sigmoid,True,english,0.4833333333333332
True,False,0.1,0.01,linear,True,english,0.4833333333333332
True,False,0.1,0.001,sigmoid,True,english,0.4833333333333332
True,False,1.0,0.01,sigmoid,True,english,0.4833333333333332
True,False,0.1,0.1,sigmoid,True,english,0.4833333333333332
True,False,10.0,0.01,sigmoid,True,english,0.4833333333333332
True,False,0.1,0.001,linear,True,english,0.4833333333333332
True,False,0.1,0.001,rbf,True,english,0.4833333333333332
True,False,0.1,1.0,linear,True,english,0.4833333333333332
True,False,10.0,0.001,sigmoid,True,english,0.4833333333333332
True,False,10.0,0.001,rbf,True,english,0.4833333333333332
True,False,0.01,0.1,sigmoid,True,english,0.4833333333333332
True,False,0.01,1.0,linear,True,english,0.4833333333333332
True,True,0.001,0.001,linear,True,,0.4821428571428572
True,True,0.01,0.01,linear,True,,0.4821428571428572
True,True,10.0,0.01,sigmoid,True,,0.4821428571428572
True,True,0.001,0.001,sigmoid,True,,0.4821428571428572
True,True,10.0,0.001,sigmoid,True,,0.4821428571428572
True,True,10.0,0.001,rbf,True,,0.4821428571428572
True,True,0.01,0.001,rbf,True,,0.4821428571428572
True,True,0.001,0.01,linear,True,,0.4821428571428572
True,True,1.0,0.01,sigmoid,True,,0.4821428571428572
True,True,1.0,0.001,sigmoid,True,,0.4821428571428572
True,True,1.0,0.001,rbf,True,,0.4821428571428572
True,True,0.01,1.0,linear,True,,0.4821428571428572
True,True,0.1,0.001,linear,True,,0.4821428571428572
True,True,0.1,1.0,linear,True,,0.4821428571428572
True,True,0.01,0.01,sigmoid,True,,0.4821428571428572
True,True,0.001,0.1,linear,True,,0.4821428571428572
True,True,0.1,0.1,linear,True,,0.4821428571428572
True,True,0.01,0.001,linear,True,,0.4821428571428572
True,True,0.1,0.01,sigmoid,True,,0.4821428571428572
True,True,0.1,0.01,linear,True,,0.4821428571428572
True,True,0.01,0.1,linear,True,,0.4821428571428572
True,True,0.1,0.001,sigmoid,True,,0.4821428571428572
True,True,0.1,0.001,rbf,True,,0.4821428571428572
True,True,0.001,1.0,linear,True,,0.4821428571428572
True,True,0.001,0.01,sigmoid,True,,0.4821428571428572
True,True,0.01,0.001,sigmoid,True,,0.4821428571428572
True,True,0.001,0.001,rbf,True,,0.4821428571428572
True,True,0.001,0.1,rbf,True,,0.48214285714285704
True,True,1.0,0.1,rbf,True,,0.48214285714285704
True,True,0.1,0.1,rbf,True,,0.48214285714285704
True,True,0.01,0.1,rbf,True,,0.48214285714285704
True,False,0.01,0.01,rbf,True,,0.48095238095238085
True,False,1.0,0.01,rbf,True,,0.48095238095238085
True,False,0.001,0.01,rbf,True,,0.48095238095238085
True,False,0.1,0.01,rbf,True,,0.48095238095238085
True,False,10.0,0.01,rbf,True,,0.48095238095238085
True,True,0.001,0.01,rbf,True,,0.4797619047619048
True,True,0.1,0.01,rbf,True,,0.4797619047619048
True,True,1.0,0.01,rbf,True,,0.4797619047619048
False,True,0.01,1.0,sigmoid,True,english,0.4797619047619048
False,True,0.1,1.0,sigmoid,True,english,0.4797619047619048
True,True,0.01,0.01,rbf,True,,0.4797619047619048
False,True,0.001,1.0,sigmoid,True,english,0.4797619047619048
True,False,0.1,0.001,rbf,True,,0.47976190476190467
True,False,0.1,0.1,sigmoid,True,,0.47976190476190467
True,False,0.1,0.001,sigmoid,True,,0.47976190476190467
True,False,0.001,0.01,linear,True,,0.47976190476190467
True,False,0.01,0.001,linear,True,,0.47976190476190467
True,False,1.0,0.01,sigmoid,True,,0.47976190476190467
True,False,0.1,0.001,linear,True,,0.47976190476190467
True,False,0.01,0.001,rbf,True,,0.47976190476190467
True,False,1.0,0.1,sigmoid,True,,0.47976190476190467
True,False,0.01,0.001,sigmoid,True,,0.47976190476190467
True,False,10.0,0.001,rbf,True,,0.47976190476190467
True,False,0.01,1.0,linear,True,,0.47976190476190467
True,False,0.01,0.01,linear,True,,0.47976190476190467
True,False,0.01,0.1,sigmoid,True,,0.47976190476190467
True,False,10.0,0.001,sigmoid,True,,0.47976190476190467
True,False,0.01,0.01,sigmoid,True,,0.47976190476190467
True,False,0.001,1.0,linear,True,,0.47976190476190467
True,False,0.01,0.1,linear,True,,0.47976190476190467
True,False,10.0,0.01,sigmoid,True,,0.47976190476190467
True,False,1.0,0.001,rbf,True,,0.47976190476190467
True,False,0.1,0.01,sigmoid,True,,0.47976190476190467
True,False,0.001,0.01,sigmoid,True,,0.47976190476190467
True,False,0.1,0.1,linear,True,,0.47976190476190467
True,False,0.001,0.001,linear,True,,0.47976190476190467
True,False,1.0,0.001,sigmoid,True,,0.47976190476190467
True,False,0.001,0.001,rbf,True,,0.47976190476190467
True,False,0.1,0.01,linear,True,,0.47976190476190467
True,False,0.1,1.0,linear,True,,0.47976190476190467
True,False,0.001,0.001,sigmoid,True,,0.47976190476190467
True,False,0.001,0.1,sigmoid,True,,0.47976190476190467
True,False,0.001,0.1,linear,True,,0.47976190476190467
False,False,0.001,1.0,sigmoid,True,,0.4785714285714286
False,False,0.01,1.0,sigmoid,True,,0.4785714285714286
True,True,10.0,0.01,rbf,True,,0.4785714285714286
False,False,0.1,1.0,sigmoid,True,,0.4785714285714286
True,False,0.001,0.1,rbf,True,,0.4785714285714285
True,False,0.1,0.1,rbf,True,,0.4785714285714285
True,False,1.0,0.1,rbf,True,,0.4785714285714285
True,False,0.01,0.1,rbf,True,,0.4785714285714285
True,False,0.001,1.0,rbf,True,,0.4761904761904762
True,False,0.1,1.0,rbf,True,,0.4761904761904762
True,False,0.01,1.0,rbf,True,,0.4761904761904762
True,True,0.001,1.0,sigmoid,True,,0.47500000000000003
True,True,0.1,1.0,sigmoid,True,,0.47500000000000003
True,True,0.01,1.0,sigmoid,True,,0.47500000000000003
True,True,0.01,0.1,rbf,True,english,0.47380952380952374
True,True,0.1,0.1,rbf,True,english,0.47380952380952374
True,True,0.001,0.1,rbf,True,english,0.47380952380952374
True,True,1.0,0.1,rbf,True,english,0.47261904761904755
True,False,0.1,1.0,sigmoid,True,,0.47142857142857136
True,False,0.001,1.0,sigmoid,True,,0.47142857142857136
True,False,0.01,1.0,sigmoid,True,,0.47142857142857136
True,True,0.01,1.0,rbf,True,,0.4702380952380953
True,True,0.001,1.0,rbf,True,,0.4702380952380953
True,True,0.1,1.0,rbf,True,,0.4702380952380953
True,True,0.001,0.001,sigmoid,True,english,0.4702380952380952
True,True,0.01,0.001,linear,True,english,0.4702380952380952
True,True,0.001,0.1,sigmoid,True,english,0.4702380952380952
True,True,0.001,0.001,rbf,True,english,0.4702380952380952
True,True,0.001,0.01,rbf,True,english,0.4702380952380952
True,True,0.001,0.1,linear,True,english,0.4702380952380952
True,True,0.01,0.001,rbf,True,english,0.4702380952380952
True,True,0.01,0.001,sigmoid,True,english,0.4702380952380952
True,True,0.001,0.01,sigmoid,True,english,0.4702380952380952
True,True,0.001,0.01,linear,True,english,0.4702380952380952
True,True,0.001,1.0,linear,True,english,0.4702380952380952
True,True,0.001,0.001,linear,True,english,0.4702380952380952
True,True,0.01,0.01,linear,True,english,0.4702380952380952
True,True,0.1,0.01,sigmoid,True,english,0.4702380952380952
True,True,10.0,0.01,sigmoid,True,english,0.4702380952380952
True,True,10.0,0.01,rbf,True,english,0.4702380952380952
True,True,10.0,0.001,sigmoid,True,english,0.4702380952380952
True,True,10.0,0.001,rbf,True,english,0.4702380952380952
True,True,1.0,0.1,sigmoid,True,english,0.4702380952380952
True,True,1.0,0.01,sigmoid,True,english,0.4702380952380952
True,True,1.0,0.01,rbf,True,english,0.4702380952380952
True,True,1.0,0.001,sigmoid,True,english,0.4702380952380952
True,True,1.0,0.001,rbf,True,english,0.4702380952380952
True,True,0.1,1.0,linear,True,english,0.4702380952380952
True,True,0.1,0.1,sigmoid,True,english,0.4702380952380952
True,True,0.01,0.01,rbf,True,english,0.4702380952380952
True,True,0.1,0.1,linear,True,english,0.4702380952380952
True,True,0.1,0.01,rbf,True,english,0.4702380952380952
True,True,0.1,0.01,linear,True,english,0.4702380952380952
True,True,0.1,0.001,sigmoid,True,english,0.4702380952380952
True,True,0.1,0.001,rbf,True,english,0.4702380952380952
True,True,0.1,0.001,linear,True,english,0.4702380952380952
True,True,0.01,1.0,linear,True,english,0.4702380952380952
True,True,0.01,0.1,sigmoid,True,english,0.4702380952380952
True,True,0.01,0.1,linear,True,english,0.4702380952380952
True,True,0.01,0.01,sigmoid,True,english,0.4702380952380952
True,False,10.0,0.01,rbf,True,english,0.469047619047619
True,False,0.1,1.0,sigmoid,True,english,0.469047619047619
True,False,0.001,1.0,sigmoid,True,english,0.469047619047619
True,False,0.01,1.0,sigmoid,True,english,0.469047619047619
True,True,0.01,1.0,sigmoid,True,english,0.4666666666666666
True,True,0.001,1.0,sigmoid,True,english,0.4666666666666666
True,True,0.1,1.0,sigmoid,True,english,0.4666666666666666
